Indicador,Data,DataReferencia,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
Câmbio,2025-08-27,11/2026,5.6126000000000005,5.6121,0.18780000000000002,5.0,6.0,73,1
Câmbio,2025-08-27,11/2026,5.6418,5.65,0.20140000000000002,5.0,6.3,109,0
Taxa de desocupação,2025-08-27,11/2026,6.2768,6.32,0.6971,4.6,7.7683,39,1
Taxa de desocupação,2025-08-27,11/2026,6.3339,6.4,0.6881,4.6,7.7683,59,0
IPCA Livres,2025-08-27,11/2026,0.35050000000000003,0.3467,0.0872,0.16,0.64,70,1
IPCA Livres,2025-08-27,11/2026,0.352,0.3417,0.0942,0.16,0.72,88,0
IPCA Serviços,2025-08-27,11/2026,0.392,0.37,0.12040000000000001,0.12,0.77,68,1
IPCA Serviços,2025-08-27,11/2026,0.38820000000000005,0.37,0.1136,0.12,0.77,87,0
IPCA Bens industrializados,2025-08-27,11/2026,0.0911,0.105,0.1446,-0.29,0.435,66,1
IPCA Bens industrializados,2025-08-27,11/2026,0.09870000000000001,0.12,0.1612,-0.4259,0.5455,84,0
IPCA Alimentação no domicílio,2025-08-27,11/2026,0.62,0.6000000000000001,0.2189,0.04,1.28,67,1
IPCA Alimentação no domicílio,2025-08-27,11/2026,0.6234000000000001,0.6000000000000001,0.2306,0.04,1.28,84,0
IPCA Administrados,2025-08-27,11/2026,0.21610000000000001,0.275,0.23570000000000002,-0.47000000000000003,0.72,72,1
IPCA Administrados,2025-08-27,11/2026,0.23820000000000002,0.2842,0.2286,-0.47000000000000003,0.72,91,0
IGP-M,2025-08-27,10/2026,0.4278,0.4,0.1651,0.04,0.8,45,1
IGP-M,2025-08-27,10/2026,0.4545,0.41590000000000005,0.17950000000000002,0.04,0.9500000000000001,64,0
IPCA,2025-08-27,10/2026,0.36260000000000003,0.36,0.07730000000000001,0.11,0.58,101,1
IPCA,2025-08-27,10/2026,0.36,0.35000000000000003,0.0717,0.11,0.58,135,0
Câmbio,2025-08-27,10/2026,5.6256,5.61,0.1902,5.0,6.0,73,1
Câmbio,2025-08-27,10/2026,5.6531,5.65,0.2021,5.0,6.25,109,0
Taxa de desocupação,2025-08-27,10/2026,6.3352,6.4,0.6908000000000001,5.1,7.7683,41,1
Taxa de desocupação,2025-08-27,10/2026,6.3798,6.4,0.6627000000000001,5.1,7.7683,61,0
IPCA Livres,2025-08-27,10/2026,0.42460000000000003,0.41000000000000003,0.0862,0.26,0.67,70,1
IPCA Livres,2025-08-27,10/2026,0.4182,0.405,0.0853,0.2187,0.67,88,0
IPCA Serviços,2025-08-27,10/2026,0.4248,0.42,0.105,0.19,0.66,68,1
IPCA Serviços,2025-08-27,10/2026,0.42050000000000004,0.42,0.1053,0.19,0.66,87,0
