Indicador,Data,DataReferencia,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
IPCA,2025-08-29,08/2027,0.1379,0.145,0.10490000000000001,-0.23070000000000002,0.29,32,1
IPCA,2025-08-29,08/2027,0.1749,0.185,0.11470000000000001,-0.25,0.53,88,0
Câmbio,2025-08-29,08/2027,5.5689,5.58,0.1331,5.27,5.71,9,1
Câmbio,2025-08-29,08/2027,5.5689,5.58,0.1331,5.27,5.71,9,0
IPCA Livres,2025-08-29,08/2027,0.092,0.12,0.1023,-0.1573,0.21,12,1
IPCA Livres,2025-08-29,08/2027,0.1434,0.162,0.10070000000000001,-0.1573,0.4,58,0
IPCA Serviços,2025-08-29,08/2027,0.21580000000000002,0.2157,0.10540000000000001,0.05,0.42,14,1
IPCA Serviços,2025-08-29,08/2027,0.2281,0.23570000000000002,0.12350000000000001,0.04,0.8,56,0
IPCA Bens industrializados,2025-08-29,08/2027,0.19640000000000002,0.2,0.1331,-0.13970000000000002,0.39,13,1
IPCA Bens industrializados,2025-08-29,08/2027,0.2099,0.22,0.0945,-0.13970000000000002,0.39,55,0
IPCA Alimentação no domicílio,2025-08-29,08/2027,-0.23070000000000002,-0.191,0.361,-0.9500000000000001,0.3734,13,1
IPCA Alimentação no domicílio,2025-08-29,08/2027,-0.0942,-0.045,0.3302,-0.9500000000000001,0.554,56,0
IPCA Administrados,2025-08-29,08/2027,0.2003,0.22240000000000001,0.113,-0.11,0.32,13,1
IPCA Administrados,2025-08-29,08/2027,0.24710000000000001,0.2466,0.1935,-0.5700000000000001,1.0,61,0
IPCA,2025-08-29,07/2027,0.2024,0.2,0.0927,0.0,0.48,33,1
IPCA,2025-08-29,07/2027,0.22080000000000002,0.21,0.1,-0.07,0.52,100,0
Câmbio,2025-08-29,07/2027,5.5332,5.54,0.1883,5.0,5.89,20,1
Câmbio,2025-08-29,07/2027,5.6143,5.6,0.21860000000000002,5.0,6.55,77,0
IPCA Livres,2025-08-29,07/2027,0.15660000000000002,0.1584,0.1135,-0.0167,0.43,12,1
IPCA Livres,2025-08-29,07/2027,0.2199,0.2,0.12240000000000001,-0.0167,0.7000000000000001,67,0
IPCA Serviços,2025-08-29,07/2027,0.45840000000000003,0.42150000000000004,0.14450000000000002,0.25,0.89,15,1
IPCA Serviços,2025-08-29,07/2027,0.4146,0.4,0.152,0.0,0.89,66,0
IPCA Bens industrializados,2025-08-29,07/2027,0.0731,0.08610000000000001,0.1048,-0.24810000000000001,0.22,14,1
IPCA Bens industrializados,2025-08-29,07/2027,0.11660000000000001,0.1047,0.123,-0.24810000000000001,0.5,64,0
IPCA Alimentação no domicílio,2025-08-29,07/2027,-0.26380000000000003,-0.20500000000000002,0.28850000000000003,-0.868,0.1,14,1
IPCA Alimentação no domicílio,2025-08-29,07/2027,-0.0183,0.0,0.3053,-0.868,1.02,65,0
IPCA Administrados,2025-08-29,07/2027,0.3241,0.2962,0.161,0.02,0.64,14,1
IPCA Administrados,2025-08-29,07/2027,0.3226,0.305,0.20120000000000002,-0.6000000000000001,0.85,68,0
IPCA,2025-08-29,06/2027,0.1809,0.195,0.0815,0.0,0.39,34,1
IPCA,2025-08-29,06/2027,0.23140000000000002,0.21,0.0927,0.0,0.49,103,0
Câmbio,2025-08-29,06/2027,5.5414,5.555,0.24550000000000002,4.8100000000000005,5.89,22,1
Câmbio,2025-08-29,06/2027,5.6133,5.605,0.23820000000000002,4.8100000000000005,6.47,84,0
IPCA Livres,2025-08-29,06/2027,0.1494,0.165,0.0743,-0.0507,0.2354,12,1
IPCA Livres,2025-08-29,06/2027,0.2306,0.22,0.1114,-0.0507,0.51,67,0
IPCA Serviços,2025-08-29,06/2027,0.3557,0.36,0.0599,0.25,0.47000000000000003,15,1
IPCA Serviços,2025-08-29,06/2027,0.34400000000000003,0.34,0.09870000000000001,0.1,0.65,66,0
IPCA Bens industrializados,2025-08-29,06/2027,0.0606,0.095,0.1887,-0.4929,0.34,14,1
IPCA Bens industrializados,2025-08-29,06/2027,0.1494,0.15,0.13140000000000002,-0.4929,0.4219,64,0
IPCA Alimentação no domicílio,2025-08-29,06/2027,-0.1071,-0.08310000000000001,0.2081,-0.41000000000000003,0.24,14,1
IPCA Alimentação no domicílio,2025-08-29,06/2027,0.11420000000000001,0.1,0.2619,-0.46,0.9500000000000001,65,0
IPCA Administrados,2025-08-29,06/2027,0.2524,0.26,0.1411,-0.04,0.51,15,1
IPCA Administrados,2025-08-29,06/2027,0.2997,0.2886,0.1899,-0.04,1.08,69,0
IPCA,2025-08-29,05/2027,0.26030000000000003,0.27,0.06420000000000001,0.1394,0.43,34,1
IPCA,2025-08-29,05/2027,0.26890000000000003,0.28,0.07690000000000001,0.04,0.5,104,0
Câmbio,2025-08-29,05/2027,5.5648,5.6,0.2169,5.0,5.88,23,1
Câmbio,2025-08-29,05/2027,5.6156,5.615,0.22510000000000002,5.0,6.39,86,0
IPCA Livres,2025-08-29,05/2027,0.1701,0.18,0.0472,0.09,0.24,12,1
IPCA Livres,2025-08-29,05/2027,0.21180000000000002,0.2,0.1173,-0.04,0.61,68,0
IPCA Serviços,2025-08-29,05/2027,0.1794,0.1318,0.131,-0.01,0.46,15,1
IPCA Serviços,2025-08-29,05/2027,0.18510000000000001,0.19,0.1394,-0.13,0.65,67,0
IPCA Bens industrializados,2025-08-29,05/2027,0.23570000000000002,0.265,0.1444,-0.1565,0.4,14,1
IPCA Bens industrializados,2025-08-29,05/2027,0.2641,0.28,0.11040000000000001,-0.1565,0.53,64,0
IPCA Alimentação no domicílio,2025-08-29,05/2027,0.1812,0.18,0.10110000000000001,0.02,0.42,14,1
IPCA Alimentação no domicílio,2025-08-29,05/2027,0.2172,0.2,0.2039,-0.4,0.89,66,0
IPCA Administrados,2025-08-29,05/2027,0.5045000000000001,0.43,0.197,0.26,1.1164,15,1
IPCA Administrados,2025-08-29,05/2027,0.4496,0.42,0.18960000000000002,0.0,1.12,70,0
IPCA,2025-08-29,04/2027,0.3224,0.32,0.059800000000000006,0.18,0.433,35,1
IPCA,2025-08-29,04/2027,0.3573,0.35000000000000003,0.07930000000000001,0.17,0.64,105,0
Câmbio,2025-08-29,04/2027,5.561,5.6,0.24230000000000002,4.8100000000000005,5.88,23,1
Câmbio,2025-08-29,04/2027,5.6213,5.65,0.2349,4.8100000000000005,6.32,87,0
IPCA Livres,2025-08-29,04/2027,0.3311,0.335,0.053,0.24,0.44,12,1
IPCA Livres,2025-08-29,04/2027,0.3538,0.35000000000000003,0.0757,0.17,0.54,68,0
IPCA Serviços,2025-08-29,04/2027,0.27890000000000004,0.2695,0.0724,0.18,0.46,15,1
IPCA Serviços,2025-08-29,04/2027,0.3155,0.30000000000000004,0.09970000000000001,0.04,0.6000000000000001,67,0
IPCA Bens industrializados,2025-08-29,04/2027,0.23320000000000002,0.24880000000000002,0.1131,-0.0386,0.38,14,1
IPCA Bens industrializados,2025-08-29,04/2027,0.26830000000000004,0.275,0.1018,-0.0386,0.56,64,0
IPCA Alimentação no domicílio,2025-08-29,04/2027,0.6041000000000001,0.62,0.19690000000000002,0.24,0.8783000000000001,14,1
IPCA Alimentação no domicílio,2025-08-29,04/2027,0.5301,0.5,0.24,0.2,1.58,66,0
IPCA Administrados,2025-08-29,04/2027,0.3629,0.31,0.18780000000000002,0.13,0.7639,15,1
IPCA Administrados,2025-08-29,04/2027,0.4162,0.39,0.1706,0.11,0.93,70,0
IPCA,2025-08-29,03/2027,0.3412,0.33,0.07690000000000001,0.2,0.52,35,1
IPCA,2025-08-29,03/2027,0.3527,0.34,0.0879,0.1753,0.64,106,0
Câmbio,2025-08-29,03/2027,5.5871,5.6,0.19640000000000002,5.0,5.87,23,1
Câmbio,2025-08-29,03/2027,5.6124,5.65,0.244,4.7,6.3,89,0
IPCA Livres,2025-08-29,03/2027,0.30560000000000004,0.295,0.0876,0.17,0.4248,12,1
IPCA Livres,2025-08-29,03/2027,0.3541,0.35000000000000003,0.0999,0.16,0.64,68,0
IPCA Serviços,2025-08-29,03/2027,0.26180000000000003,0.25,0.1259,0.0523,0.54,15,1
IPCA Serviços,2025-08-29,03/2027,0.2977,0.29,0.1143,0.0523,0.71,67,0
IPCA Bens industrializados,2025-08-29,03/2027,0.209,0.245,0.1452,-0.19090000000000001,0.41000000000000003,14,1
IPCA Bens industrializados,2025-08-29,03/2027,0.2556,0.265,0.0978,-0.19090000000000001,0.42710000000000004,64,0
IPCA Alimentação no domicílio,2025-08-29,03/2027,0.6414000000000001,0.61,0.147,0.44,0.9699000000000001,14,1
IPCA Alimentação no domicílio,2025-08-29,03/2027,0.5901000000000001,0.58,0.2396,0.13,1.4,66,0
IPCA Administrados,2025-08-29,03/2027,0.433,0.41000000000000003,0.24380000000000002,0.2,1.21,15,1
IPCA Administrados,2025-08-29,03/2027,0.3633,0.35000000000000003,0.1655,0.1,1.21,70,0
IGP-M,2025-08-29,02/2027,0.4626,0.4465,0.19290000000000002,0.15,0.7114,10,1
IGP-M,2025-08-29,02/2027,0.4626,0.4465,0.19290000000000002,0.15,0.7114,10,0
IPCA,2025-08-29,02/2027,0.5733,0.555,0.16720000000000002,0.29,1.2685,36,1
IPCA,2025-08-29,02/2027,0.5565,0.56,0.1466,0.2,1.2685,107,0
Câmbio,2025-08-29,02/2027,5.6017,5.603,0.1831,5.0,5.87,23,1
Câmbio,2025-08-29,02/2027,5.621,5.65,0.2283,4.8,6.3,90,0
IPCA Livres,2025-08-29,02/2027,0.5777,0.58,0.1115,0.35000000000000003,0.77,13,1
IPCA Livres,2025-08-29,02/2027,0.5829,0.6000000000000001,0.1379,0.1,0.81,69,0
IPCA Serviços,2025-08-29,02/2027,0.8677,0.915,0.21910000000000002,0.35000000000000003,1.2,16,1
IPCA Serviços,2025-08-29,02/2027,0.8689,0.9475,0.22660000000000002,0.1,1.27,68,0
IPCA Bens industrializados,2025-08-29,02/2027,0.2373,0.2214,0.1063,-0.006500000000000001,0.38,15,1
IPCA Bens industrializados,2025-08-29,02/2027,0.2892,0.29560000000000003,0.1335,-0.01,0.81,65,0
IPCA Alimentação no domicílio,2025-08-29,02/2027,0.40240000000000004,0.34,0.2008,0.09580000000000001,0.76,15,1
IPCA Alimentação no domicílio,2025-08-29,02/2027,0.4414,0.40590000000000004,0.2049,0.0,0.9,67,0
IPCA Administrados,2025-08-29,02/2027,0.4025,0.42,0.1676,0.12,0.84,16,1
IPCA Administrados,2025-08-29,02/2027,0.4077,0.4,0.1658,0.11,0.85,71,0
IGP-M,2025-08-29,01/2027,0.36910000000000004,0.365,0.1052,0.1,0.55,14,1
IGP-M,2025-08-29,01/2027,0.3795,0.36,0.1086,0.1,0.6900000000000001,55,0
IPCA,2025-08-29,01/2027,0.38420000000000004,0.4,0.1279,0.0,0.66,37,1
IPCA,2025-08-29,01/2027,0.3894,0.4,0.1153,0.0,0.6900000000000001,109,0
Câmbio,2025-08-29,01/2027,5.6041,5.601,0.18380000000000002,5.0,5.86,23,1
Câmbio,2025-08-29,01/2027,5.6245,5.64,0.21430000000000002,4.95,6.3,93,0
IPCA Livres,2025-08-29,01/2027,0.46950000000000003,0.44,0.1075,0.31,0.74,13,1
IPCA Livres,2025-08-29,01/2027,0.4415,0.44,0.1199,0.12,0.8,69,0
IPCA Serviços,2025-08-29,01/2027,0.385,0.37,0.0876,0.28,0.5700000000000001,16,1
IPCA Serviços,2025-08-29,01/2027,0.4031,0.385,0.1282,0.15,0.91,68,0
IPCA Bens industrializados,2025-08-29,01/2027,0.2247,0.24,0.1019,-0.018600000000000002,0.40490000000000004,15,1
IPCA Bens industrializados,2025-08-29,01/2027,0.2664,0.26,0.0979,-0.04,0.48,65,0
IPCA Alimentação no domicílio,2025-08-29,01/2027,0.9386,1.02,0.25880000000000003,0.45,1.3433,15,1
IPCA Alimentação no domicílio,2025-08-29,01/2027,0.7732,0.8,0.3042,-0.1,1.3900000000000001,67,0
IPCA Administrados,2025-08-29,01/2027,0.3154,0.325,0.1459,-0.12,0.5,16,1
IPCA Administrados,2025-08-29,01/2027,0.35750000000000004,0.36,0.12810000000000002,-0.12,0.75,71,0
IGP-M,2025-08-29,12/2026,0.4409,0.4141,0.1353,0.2013,0.71,16,1
IGP-M,2025-08-29,12/2026,0.4277,0.39440000000000003,0.1927,-0.03,1.0,64,0
IPCA,2025-08-29,12/2026,0.5197,0.5372,0.10450000000000001,0.23170000000000002,0.8218000000000001,47,1
IPCA,2025-08-29,12/2026,0.5011,0.51,0.1044,0.026600000000000002,0.8218000000000001,136,0
Câmbio,2025-08-29,12/2026,5.6013,5.6,0.1892,5.2,6.0,29,1
Câmbio,2025-08-29,12/2026,5.6372,5.6190999999999995,0.19410000000000002,5.0,6.2,119,0
Taxa de desocupação,2025-08-29,12/2026,6.3904,6.3,0.6695,5.2,7.4,9,1
Taxa de desocupação,2025-08-29,12/2026,6.4416,6.5,0.6941,4.1,7.8,70,0
IPCA Livres,2025-08-29,12/2026,0.6091,0.6266,0.1046,0.3599,0.8064,21,1
IPCA Livres,2025-08-29,12/2026,0.6083000000000001,0.605,0.1414,0.2306,0.9400000000000001,88,0
IPCA Serviços,2025-08-29,12/2026,0.6095,0.62,0.1817,0.1169,0.9014000000000001,21,1
IPCA Serviços,2025-08-29,12/2026,0.6129,0.6000000000000001,0.1778,0.1169,1.1477,86,0
IPCA Bens industrializados,2025-08-29,12/2026,0.34040000000000004,0.3448,0.128,-0.08,0.5504,19,1
IPCA Bens industrializados,2025-08-29,12/2026,0.4242,0.4262,0.1413,-0.08,0.9024000000000001,83,0
IPCA Alimentação no domicílio,2025-08-29,12/2026,0.803,0.8,0.2291,0.22,1.26,19,1
IPCA Alimentação no domicílio,2025-08-29,12/2026,0.8137000000000001,0.85,0.2921,-0.23,1.8029000000000002,83,0
IPCA Administrados,2025-08-29,12/2026,0.25120000000000003,0.25,0.1733,-0.114,0.67,25,1
IPCA Administrados,2025-08-29,12/2026,0.2278,0.24,0.20040000000000002,-0.34,1.1128,90,0
IGP-M,2025-08-29,11/2026,0.42,0.4,0.1952,-0.02,0.75,16,1
IGP-M,2025-08-29,11/2026,0.4635,0.4,0.21680000000000002,-0.02,1.15,64,0
IPCA,2025-08-29,11/2026,0.3239,0.32,0.0888,0.13,0.54,47,1
IPCA,2025-08-29,11/2026,0.3234,0.32,0.09090000000000001,0.05,0.59,136,0
Câmbio,2025-08-29,11/2026,5.6153,5.615,0.1898,5.15,6.0,28,1
Câmbio,2025-08-29,11/2026,5.6394,5.6388,0.20090000000000002,5.0,6.3,110,0
Taxa de desocupação,2025-08-29,11/2026,6.3609,6.4,0.6471,5.1,7.3,9,1
Taxa de desocupação,2025-08-29,11/2026,6.3358,6.4,0.6825,4.6,7.7683,60,0
IPCA Livres,2025-08-29,11/2026,0.3547,0.33,0.09970000000000001,0.2,0.6000000000000001,21,1
IPCA Livres,2025-08-29,11/2026,0.352,0.3417,0.0937,0.16,0.72,88,0
IPCA Serviços,2025-08-29,11/2026,0.38770000000000004,0.37,0.127,0.13,0.77,21,1
IPCA Serviços,2025-08-29,11/2026,0.389,0.37,0.11420000000000001,0.12,0.77,86,0
IPCA Bens industrializados,2025-08-29,11/2026,0.078,0.11,0.1741,-0.4253,0.32,19,1
IPCA Bens industrializados,2025-08-29,11/2026,0.0976,0.12,0.162,-0.4253,0.5455,83,0
IPCA Alimentação no domicílio,2025-08-29,11/2026,0.6889000000000001,0.66,0.2524,0.22,1.28,19,1
IPCA Alimentação no domicílio,2025-08-29,11/2026,0.6169,0.6000000000000001,0.22560000000000002,0.04,1.28,83,0
IPCA Administrados,2025-08-29,11/2026,0.26430000000000003,0.33330000000000004,0.2619,-0.36,0.68,25,1
IPCA Administrados,2025-08-29,11/2026,0.2417,0.29,0.2311,-0.47000000000000003,0.72,91,0
IGP-M,2025-08-29,10/2026,0.4509,0.445,0.1877,0.04,0.8,16,1
IGP-M,2025-08-29,10/2026,0.45020000000000004,0.40590000000000004,0.18080000000000002,0.04,0.9500000000000001,64,0
IPCA,2025-08-29,10/2026,0.359,0.35000000000000003,0.0712,0.24,0.51,47,1
IPCA,2025-08-29,10/2026,0.35960000000000003,0.35000000000000003,0.0722,0.11,0.58,136,0
Câmbio,2025-08-29,10/2026,5.6362,5.62,0.1801,5.2,6.0,28,1
Câmbio,2025-08-29,10/2026,5.6496,5.635,0.2006,5.0,6.25,110,0
Taxa de desocupação,2025-08-29,10/2026,6.4105,6.4,0.6522,5.1,7.4,9,1
Taxa de desocupação,2025-08-29,10/2026,6.3816,6.4,0.6575000000000001,5.1,7.7683,62,0
IPCA Livres,2025-08-29,10/2026,0.4299,0.43,0.0723,0.32,0.6000000000000001,21,1
IPCA Livres,2025-08-29,10/2026,0.4198,0.41000000000000003,0.0873,0.2187,0.67,88,0
IPCA Serviços,2025-08-29,10/2026,0.4038,0.4,0.082,0.25,0.5753,21,1
IPCA Serviços,2025-08-29,10/2026,0.4218,0.42,0.1061,0.19,0.66,86,0
IPCA Bens industrializados,2025-08-29,10/2026,0.28340000000000004,0.2909,0.108,0.0339,0.46,19,1
IPCA Bens industrializados,2025-08-29,10/2026,0.3215,0.32,0.091,0.0339,0.49,83,0
IPCA Alimentação no domicílio,2025-08-29,10/2026,0.5735,0.58,0.1573,0.22,0.84,19,1
IPCA Alimentação no domicílio,2025-08-29,10/2026,0.5485,0.53,0.1784,0.07,0.98,83,0
IPCA Administrados,2025-08-29,10/2026,0.2263,0.25,0.18530000000000002,-0.34,0.45,25,1
IPCA Administrados,2025-08-29,10/2026,0.19840000000000002,0.25,0.2521,-0.84,0.48460000000000003,91,0
IGP-M,2025-08-29,09/2026,0.365,0.38,0.1463,-0.05,0.68,16,1
IGP-M,2025-08-29,09/2026,0.3864,0.385,0.13190000000000002,-0.05,0.75,64,0
IPCA,2025-08-29,09/2026,0.2738,0.26,0.0925,0.09,0.7842,47,1
IPCA,2025-08-29,09/2026,0.2843,0.28,0.0862,0.09,0.7842,136,0
Câmbio,2025-08-29,09/2026,5.6486,5.6572,0.1952,5.1,6.0,28,1
Câmbio,2025-08-29,09/2026,5.6487,5.6396,0.2043,5.0,6.2,110,0
Taxa de desocupação,2025-08-29,09/2026,6.4435,6.5,0.6554,5.1,7.45,9,1
Taxa de desocupação,2025-08-29,09/2026,6.4163,6.4,0.6379,5.1,7.7683,63,0
IPCA Livres,2025-08-29,09/2026,0.2466,0.26,0.0815,0.0634,0.37,21,1
IPCA Livres,2025-08-29,09/2026,0.2637,0.26,0.0775,0.0634,0.45,88,0
IPCA Serviços,2025-08-29,09/2026,0.3879,0.39,0.0993,0.22,0.62,21,1
IPCA Serviços,2025-08-29,09/2026,0.39330000000000004,0.3941,0.09670000000000001,0.12,0.67,86,0
IPCA Bens industrializados,2025-08-29,09/2026,0.13470000000000001,0.17,0.1173,-0.2036,0.29,19,1
IPCA Bens industrializados,2025-08-29,09/2026,0.1854,0.2,0.0927,-0.2036,0.4733,83,0
IPCA Alimentação no domicílio,2025-08-29,09/2026,0.0651,0.14,0.1621,-0.3254,0.2,19,1
IPCA Alimentação no domicílio,2025-08-29,09/2026,0.12250000000000001,0.15,0.2154,-0.5,0.8200000000000001,83,0
IPCA Administrados,2025-08-29,09/2026,0.3074,0.28,0.2516,-0.48,1.01,25,1
IPCA Administrados,2025-08-29,09/2026,0.2968,0.2849,0.2305,-0.48,1.09,91,0
IGP-M,2025-08-29,08/2026,0.1842,0.195,0.1092,-0.03,0.36,16,1
IGP-M,2025-08-29,08/2026,0.2487,0.265,0.1379,-0.21,0.5196000000000001,64,0
IPCA,2025-08-29,08/2026,0.1647,0.17,0.0877,-0.2116,0.35000000000000003,47,1
IPCA,2025-08-29,08/2026,0.1898,0.19,0.1066,-0.33,0.51,136,0
Câmbio,2025-08-29,08/2026,5.6337,5.66,0.2064,5.0,6.0,28,1
Câmbio,2025-08-29,08/2026,5.6358,5.6323,0.1963,5.0,6.11,110,0
Taxa de desocupação,2025-08-29,08/2026,6.4344,6.4,0.6415000000000001,5.3,7.6,9,1
Taxa de desocupação,2025-08-29,08/2026,6.436,6.49,0.5875,5.3,7.7683,63,0
IPCA Livres,2025-08-29,08/2026,0.10940000000000001,0.13,0.081,-0.05,0.23750000000000002,21,1
IPCA Livres,2025-08-29,08/2026,0.15280000000000002,0.15,0.0975,-0.12,0.4546,88,0
IPCA Serviços,2025-08-29,08/2026,0.23750000000000002,0.24,0.0993,0.05,0.41000000000000003,21,1
IPCA Serviços,2025-08-29,08/2026,0.2489,0.25,0.10250000000000001,0.05,0.5145000000000001,86,0
IPCA Bens industrializados,2025-08-29,08/2026,0.1786,0.21,0.1454,-0.36,0.38,19,1
IPCA Bens industrializados,2025-08-29,08/2026,0.2137,0.22,0.1092,-0.36,0.4113,83,0
IPCA Alimentação no domicílio,2025-08-29,08/2026,-0.22410000000000002,-0.18,0.2444,-1.0,0.1,19,1
IPCA Alimentação no domicílio,2025-08-29,08/2026,-0.1129,-0.1,0.27390000000000003,-1.0,0.5022,83,0
IPCA Administrados,2025-08-29,08/2026,0.2434,0.22,0.2417,-0.39,0.91,25,1
IPCA Administrados,2025-08-29,08/2026,0.2908,0.26,0.2525,-0.48,1.47,91,0
IGP-M,2025-08-29,07/2026,0.15810000000000002,0.215,0.19,-0.43,0.36,16,1
IGP-M,2025-08-29,07/2026,0.193,0.22,0.1892,-0.5,0.5564,64,0
IPCA,2025-08-29,07/2026,0.20600000000000002,0.21,0.0823,-0.01,0.49,47,1
IPCA,2025-08-29,07/2026,0.22940000000000002,0.23,0.0881,-0.09,0.49,136,0
Câmbio,2025-08-29,07/2026,5.6192,5.6453,0.1963,5.0,6.0,28,1
Câmbio,2025-08-29,07/2026,5.6241,5.6249,0.1893,5.0,6.1,110,0
Taxa de desocupação,2025-08-29,07/2026,6.4697,6.5,0.6243000000000001,5.3,7.6,9,1
Taxa de desocupação,2025-08-29,07/2026,6.46,6.5,0.5671,5.3,7.7683,63,0
IPCA Livres,2025-08-29,07/2026,0.1577,0.13,0.0998,-0.1,0.42,21,1
IPCA Livres,2025-08-29,07/2026,0.2066,0.2,0.0947,-0.1,0.45370000000000005,88,0
IPCA Serviços,2025-08-29,07/2026,0.4439,0.43,0.12810000000000002,0.26,0.89,21,1
IPCA Serviços,2025-08-29,07/2026,0.44970000000000004,0.43610000000000004,0.12430000000000001,0.15,0.89,86,0
IPCA Bens industrializados,2025-08-29,07/2026,0.0442,0.05,0.1018,-0.1691,0.241,19,1
IPCA Bens industrializados,2025-08-29,07/2026,0.0873,0.08,0.12290000000000001,-0.18,0.43,83,0
IPCA Alimentação no domicílio,2025-08-29,07/2026,-0.2081,-0.184,0.2066,-0.72,0.15,19,1
IPCA Alimentação no domicílio,2025-08-29,07/2026,-0.11280000000000001,-0.1,0.2942,-0.93,0.7266,83,0
IPCA Administrados,2025-08-29,07/2026,0.3302,0.32,0.16970000000000002,-0.13,0.6900000000000001,25,1
IPCA Administrados,2025-08-29,07/2026,0.3629,0.34,0.2104,-0.34,1.05,91,0
IGP-M,2025-08-29,06/2026,0.27140000000000003,0.28500000000000003,0.2059,-0.05,0.77,16,1
IGP-M,2025-08-29,06/2026,0.256,0.28,0.1958,-0.25,0.77,64,0
IPCA,2025-08-29,06/2026,0.2192,0.22,0.0868,-0.03,0.5,47,1
IPCA,2025-08-29,06/2026,0.24710000000000001,0.24630000000000002,0.08020000000000001,-0.03,0.5,137,0
Câmbio,2025-08-29,06/2026,5.606,5.6325,0.1905,5.0,6.0,28,1
Câmbio,2025-08-29,06/2026,5.6177,5.6,0.1796,5.0,6.15,110,0
Taxa de desocupação,2025-08-29,06/2026,6.4382,6.5934,0.5885,5.3,7.45,9,1
Taxa de desocupação,2025-08-29,06/2026,6.4415,6.5,0.5564,5.2,7.7683,64,0
IPCA Livres,2025-08-29,06/2026,0.17880000000000001,0.17,0.10060000000000001,-0.11,0.46,21,1
IPCA Livres,2025-08-29,06/2026,0.22290000000000001,0.215,0.088,-0.11,0.46,88,0
IPCA Serviços,2025-08-29,06/2026,0.36960000000000004,0.37,0.059300000000000005,0.25,0.49,21,1
IPCA Serviços,2025-08-29,06/2026,0.36610000000000004,0.37,0.09140000000000001,0.1,0.62,86,0
IPCA Bens industrializados,2025-08-29,06/2026,0.07730000000000001,0.11,0.13340000000000002,-0.2713,0.27,19,1
IPCA Bens industrializados,2025-08-29,06/2026,0.12350000000000001,0.14,0.1114,-0.2713,0.4184,83,0
IPCA Alimentação no domicílio,2025-08-29,06/2026,-0.07740000000000001,-0.09230000000000001,0.2039,-0.43,0.29,19,1
IPCA Alimentação no domicílio,2025-08-29,06/2026,0.0627,0.0956,0.2247,-0.5,0.7061000000000001,83,0
IPCA Administrados,2025-08-29,06/2026,0.2833,0.27,0.1468,-0.06,0.62,25,1
IPCA Administrados,2025-08-29,06/2026,0.331,0.30000000000000004,0.1864,-0.06,0.99,91,0
IGP-M,2025-08-29,05/2026,0.25980000000000003,0.3079,0.14350000000000002,-0.01,0.49,16,1
IGP-M,2025-08-29,05/2026,0.2305,0.29,0.17070000000000002,-0.25,0.5799000000000001,64,0
IPCA,2025-08-29,05/2026,0.2867,0.28,0.06620000000000001,0.15,0.48,47,1
IPCA,2025-08-29,05/2026,0.28500000000000003,0.29,0.068,0.1,0.48,137,0
Câmbio,2025-08-29,05/2026,5.5937,5.605,0.1847,5.0,6.0,28,1
Câmbio,2025-08-29,05/2026,5.6105,5.6,0.1646,5.0,6.08,110,0
Taxa de desocupação,2025-08-29,05/2026,6.4412,6.5,0.5064000000000001,5.7,7.5,9,1
Taxa de desocupação,2025-08-29,05/2026,6.523,6.5,0.5019,5.3,7.7683,64,0
IPCA Livres,2025-08-29,05/2026,0.1958,0.19,0.053200000000000004,0.11,0.36,21,1
IPCA Livres,2025-08-29,05/2026,0.2069,0.2,0.0869,-0.03,0.5095000000000001,88,0
IPCA Serviços,2025-08-29,05/2026,0.1759,0.17930000000000001,0.1038,-0.02,0.46,21,1
IPCA Serviços,2025-08-29,05/2026,0.1752,0.18,0.1206,-0.18,0.46,86,0
IPCA Bens industrializados,2025-08-29,05/2026,0.2503,0.27,0.0955,-0.04,0.38,19,1
IPCA Bens industrializados,2025-08-29,05/2026,0.26530000000000004,0.29,0.1032,-0.04,0.5301,83,0
IPCA Alimentação no domicílio,2025-08-29,05/2026,0.20600000000000002,0.2,0.114,0.02,0.51,19,1
IPCA Alimentação no domicílio,2025-08-29,05/2026,0.22210000000000002,0.2,0.1638,-0.08,0.9383,83,0
IPCA Administrados,2025-08-29,05/2026,0.5496,0.46,0.21960000000000002,0.26,1.19,25,1
IPCA Administrados,2025-08-29,05/2026,0.48850000000000005,0.44,0.1965,0.06,1.19,91,0
IGP-M,2025-08-29,04/2026,0.3173,0.305,0.09390000000000001,0.1287,0.5700000000000001,16,1
IGP-M,2025-08-29,04/2026,0.3211,0.305,0.1369,-0.21,0.7000000000000001,64,0
IPCA,2025-08-29,04/2026,0.38570000000000004,0.38,0.0821,0.25,0.7000000000000001,47,1
IPCA,2025-08-29,04/2026,0.39440000000000003,0.39,0.06910000000000001,0.25,0.7000000000000001,137,0
Câmbio,2025-08-29,04/2026,5.5883,5.605,0.1706,5.1,6.0,28,1
Câmbio,2025-08-29,04/2026,5.6087,5.6,0.15610000000000002,5.1,6.07,110,0
Taxa de desocupação,2025-08-29,04/2026,6.5164,6.6,0.4358,6.0,7.4,9,1
Taxa de desocupação,2025-08-29,04/2026,6.6368,6.6,0.4802,5.4,7.9,64,0
IPCA Livres,2025-08-29,04/2026,0.3753,0.38,0.0702,0.2,0.48,21,1
IPCA Livres,2025-08-29,04/2026,0.38230000000000003,0.39,0.0767,0.17,0.62,88,0
