Indicador,IndicadorDetalhe,Data,DataReferencia,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
Balança comercial,Exportações,2002-07-29,2006,79.79,79.79,5.15,71.0,86.0,,0
Balança comercial,Exportações,2002-07-30,2002,55.72,55.0,2.4,50.5,63.0,,0
Balança comercial,Exportações,2002-07-30,2003,60.28,60.0,2.81,53.6,66.0,,0
Balança comercial,Exportações,2002-07-30,2004,66.6,66.3,3.74,60.0,72.5,,0
Balança comercial,Exportações,2002-07-30,2005,73.29,72.52,4.11,66.7,79.0,,0
Balança comercial,Exportações,2002-07-30,2006,79.2,78.06,5.67,70.0,86.0,,0
Balança comercial,Exportações,2002-07-31,2002,55.6,55.0,2.36,50.5,63.0,,0
Balança comercial,Exportações,2002-07-31,2003,60.4,60.0,2.75,53.6,66.0,,0
Balança comercial,Exportações,2002-07-31,2004,66.7,66.66,3.68,60.0,72.5,,0
Balança comercial,Exportações,2002-07-31,2005,73.54,72.57,3.92,66.7,79.0,,0
Balança comercial,Exportações,2002-07-31,2006,79.58,79.79,5.46,70.0,86.0,,0
Balança comercial,Exportações,2002-08-01,2002,55.62,55.0,2.37,50.5,63.0,,0
Balança comercial,Exportações,2002-08-01,2003,60.32,60.0,2.7800000000000002,53.6,66.0,,0
Balança comercial,Exportações,2002-08-01,2004,66.7,66.66,3.68,60.0,72.5,,0
Balança comercial,Exportações,2002-08-01,2005,73.54,72.57,3.92,66.7,79.0,,0
Balança comercial,Exportações,2002-08-01,2006,79.58,79.79,5.46,70.0,86.0,,0
Balança comercial,Exportações,2002-08-02,2002,55.67,55.0,2.37,50.5,63.0,,0
Balança comercial,Exportações,2002-08-02,2003,60.37,60.0,2.81,53.6,66.0,,0
Balança comercial,Exportações,2002-08-02,2004,66.81,66.83,3.71,60.0,72.5,,0
Balança comercial,Exportações,2002-08-02,2005,73.81,72.6,3.83,66.7,79.0,,0
Balança comercial,Exportações,2002-08-02,2006,79.97,79.9,5.39,70.0,86.0,,0
Balança comercial,Exportações,2002-08-05,2002,55.71,55.0,2.34,50.5,63.0,,0
Balança comercial,Exportações,2002-08-05,2003,60.5,60.06,2.7,53.6,66.0,,0
Balança comercial,Exportações,2002-08-05,2004,66.81,66.83,3.71,60.0,72.5,,0
Balança comercial,Exportações,2002-08-05,2005,73.81,72.6,3.83,66.7,79.0,,0
Balança comercial,Exportações,2002-08-05,2006,79.97,79.9,5.39,70.0,86.0,,0
Balança comercial,Exportações,2002-08-06,2002,55.73,55.0,2.33,50.5,63.0,,0
Balança comercial,Exportações,2002-08-06,2003,60.48,60.06,2.7199999999999998,53.6,66.0,,0
Balança comercial,Exportações,2002-08-06,2004,66.81,66.83,3.71,60.0,72.5,,0
Balança comercial,Exportações,2002-08-06,2005,73.81,72.6,3.83,66.7,79.0,,0
Balança comercial,Exportações,2002-08-06,2006,79.97,79.9,5.39,70.0,86.0,,0
Balança comercial,Exportações,2002-08-07,2002,55.72,55.13,2.31,50.5,63.0,,0
Balança comercial,Exportações,2002-08-07,2003,60.46,60.0,2.69,53.6,66.0,,0
Balança comercial,Exportações,2002-08-07,2004,66.81,66.83,3.71,60.0,72.5,,0
Balança comercial,Exportações,2002-08-07,2005,73.81,72.6,3.83,66.7,79.0,,0
Balança comercial,Exportações,2002-08-07,2006,79.97,79.9,5.39,70.0,86.0,,0
Balança comercial,Exportações,2002-08-08,2002,55.9,55.0,2.64,50.5,64.9,,0
Balança comercial,Exportações,2002-08-08,2003,60.63,60.0,3.19,53.6,71.5,,0
Balança comercial,Exportações,2002-08-08,2004,67.28,66.83,4.52,60.0,80.5,,0
Balança comercial,Exportações,2002-08-08,2005,74.62,72.6,5.46,66.7,90.8,,0
Balança comercial,Exportações,2002-08-08,2006,79.57,79.79,5.33,70.0,86.0,,0
Balança comercial,Exportações,2002-08-09,2002,55.94,55.15,2.63,50.5,64.9,,0
Balança comercial,Exportações,2002-08-09,2003,60.61,60.0,3.16,53.6,71.5,,0
Balança comercial,Exportações,2002-08-09,2004,67.06,66.66,4.59,60.0,80.5,,0
Balança comercial,Exportações,2002-08-09,2005,74.08,72.57,5.85,63.7,90.8,,0
Balança comercial,Exportações,2002-08-09,2006,78.85,78.93,5.89,68.1,86.0,,0
Balança comercial,Exportações,2002-08-12,2002,56.16,55.2,2.73,51.5,64.9,,0
Balança comercial,Exportações,2002-08-12,2003,60.41,59.95,3.22,53.6,71.5,,0
Balança comercial,Exportações,2002-08-12,2004,66.38,66.12,5.0,56.7,80.5,,0
Balança comercial,Exportações,2002-08-12,2005,72.82,72.5,7.11,57.9,90.8,,0
Balança comercial,Exportações,2002-08-12,2006,76.77,77.53,7.71,59.0,86.0,,0
Balança comercial,Exportações,2002-08-13,2002,56.2,55.3,2.62,51.5,64.9,,0
Balança comercial,Exportações,2002-08-13,2003,60.42,59.95,3.17,53.6,71.5,,0
Balança comercial,Exportações,2002-08-13,2004,66.36,65.95,4.92,56.7,80.5,,0
Balança comercial,Exportações,2002-08-13,2005,72.86,72.5,6.91,57.9,90.8,,0
Balança comercial,Exportações,2002-08-13,2006,77.2,79.48,7.62,59.0,86.0,,0
Balança comercial,Exportações,2002-08-14,2002,56.16,55.1,2.65,51.5,64.9,,0
Balança comercial,Exportações,2002-08-14,2003,60.47,59.95,3.25,53.6,71.5,,0
Balança comercial,Exportações,2002-08-14,2004,66.45,65.95,4.98,56.7,80.5,,0
Balança comercial,Exportações,2002-08-14,2005,72.99,72.52,6.93,57.9,90.8,,0
Balança comercial,Exportações,2002-08-14,2006,77.37,79.79,7.64,59.0,86.0,,0
Balança comercial,Exportações,2002-08-15,2002,56.06,55.0,2.74,51.5,64.9,,0
Balança comercial,Exportações,2002-08-15,2003,60.38,59.76,3.3,53.6,71.5,,0
Balança comercial,Exportações,2002-08-15,2004,66.43,65.73,5.1,56.7,80.5,,0
Balança comercial,Exportações,2002-08-15,2005,73.09,72.52,7.04,57.9,90.8,,0
Balança comercial,Exportações,2002-08-15,2006,77.55,79.79,7.88,59.0,89.0,,0
Balança comercial,Exportações,2002-08-16,2002,56.13,55.0,2.73,51.5,64.9,,0
Balança comercial,Exportações,2002-08-16,2003,60.38,59.76,3.31,53.6,71.5,,0
Balança comercial,Exportações,2002-08-16,2004,66.43,65.5,5.2,56.7,80.5,,0
Balança comercial,Exportações,2002-08-16,2005,73.09,72.5,7.04,57.9,90.8,,0
Balança comercial,Exportações,2002-08-16,2006,77.56,79.8,7.89,59.0,89.0,,0
Balança comercial,Exportações,2002-08-19,2002,56.03,55.1,2.54,52.5,64.9,,0
Balança comercial,Exportações,2002-08-19,2003,60.29,59.7,3.04,55.4,71.5,,0
Balança comercial,Exportações,2002-08-19,2004,65.91,65.2,4.9,56.7,80.5,,0
Balança comercial,Exportações,2002-08-19,2005,72.44,72.29,6.8100000000000005,57.9,90.8,,0
Balança comercial,Exportações,2002-08-19,2006,76.71,78.24,7.44,59.0,89.0,,0
Balança comercial,Exportações,2002-08-20,2002,56.09,55.3,2.46,52.5,64.9,,0
Balança comercial,Exportações,2002-08-20,2003,60.25,59.81,3.0,55.4,71.5,,0
Balança comercial,Exportações,2002-08-20,2004,65.91,65.2,4.9,56.7,80.5,,0
Balança comercial,Exportações,2002-08-20,2005,72.44,72.29,6.8100000000000005,57.9,90.8,,0
Balança comercial,Exportações,2002-08-20,2006,76.71,78.24,7.44,59.0,89.0,,0
Balança comercial,Exportações,2002-08-21,2002,56.0,55.1,2.48,52.5,64.9,,0
Balança comercial,Exportações,2002-08-21,2003,60.19,59.96,3.01,55.4,71.5,,0
Balança comercial,Exportações,2002-08-21,2004,65.91,65.2,4.9,56.7,80.5,,0
Balança comercial,Exportações,2002-08-21,2005,72.44,72.29,6.8100000000000005,57.9,90.8,,0
Balança comercial,Exportações,2002-08-21,2006,77.73,79.48,8.48,59.0,96.0,,0
Balança comercial,Exportações,2002-08-22,2002,55.96,55.05,2.44,52.5,64.9,,0
