Indicador,Data,DataReferencia,Media,Mediana,DesvioPadrao,Minimo,Maximo,numeroRespondentes,baseCalculo
IPCA,2021-09-16,3/2022,0.8355,0.8222,0.2142,0.14880000000000002,1.4775,108,1
IPCA,2021-09-16,4/2022,1.1534,1.1715,0.2393,0.3403,1.8509,108,1
IPCA,2021-09-16,1/2023,1.0659,1.0583,0.1819,0.6012000000000001,1.6591,74,1
IPCA,2021-09-16,2/2023,0.7573000000000001,0.751,0.1822,0.2602,1.2552,72,1
IPCA,2021-09-16,3/2021,2.7316000000000003,2.8261000000000003,0.22240000000000001,2.1201,3.0706,122,0
IPCA,2021-09-16,4/2021,1.4544000000000001,1.457,0.2142,0.812,2.1045,121,0
IPCA,2021-09-16,1/2022,1.2348,1.2047,0.22290000000000001,0.621,1.8511000000000002,111,0
IPCA,2021-09-16,2/2022,0.7793,0.8021,0.2652,0.1753,1.5035,109,0
IPCA,2021-09-16,3/2022,0.8355,0.8222,0.2142,0.14880000000000002,1.4775,108,0
IPCA,2021-09-16,4/2022,1.1534,1.1715,0.2393,0.3403,1.8509,108,0
IPCA,2021-09-16,1/2023,1.0659,1.0583,0.1819,0.6012000000000001,1.6591,74,0
IPCA,2021-09-16,2/2023,0.7573000000000001,0.751,0.1822,0.2602,1.2552,72,0
IPCA,2021-09-17,3/2021,2.8232,2.8872,0.1985,2.1496,3.0604,130,1
IPCA,2021-09-17,4/2021,1.5156,1.4974,0.1968,1.0535,2.1045,129,1
IPCA,2021-09-17,1/2022,1.2558,1.2048,0.22340000000000002,0.621,1.7398,121,1
IPCA,2021-09-17,2/2022,0.7659,0.8021,0.2831,0.1393,1.5035,120,1
IPCA,2021-09-17,3/2022,0.8575,0.8623000000000001,0.2056,0.14880000000000002,1.4775,119,1
IPCA,2021-09-17,4/2022,1.1728,1.1945000000000001,0.22240000000000001,0.43970000000000004,1.8509,119,1
IPCA,2021-09-17,1/2023,1.0707,1.0631,0.1769,0.6012000000000001,1.6591,82,1
IPCA,2021-09-17,2/2023,0.7472000000000001,0.7317,0.16540000000000002,0.43060000000000004,1.2552,79,1
IPCA,2021-09-17,3/2021,2.8232,2.8872,0.1985,2.1496,3.0604,130,0
IPCA,2021-09-17,4/2021,1.5156,1.4974,0.1968,1.0535,2.1045,129,0
IPCA,2021-09-17,1/2022,1.2558,1.2048,0.22340000000000002,0.621,1.7398,121,0
IPCA,2021-09-17,2/2022,0.7659,0.8021,0.2831,0.1393,1.5035,120,0
IPCA,2021-09-17,3/2022,0.8575,0.8623000000000001,0.2056,0.14880000000000002,1.4775,119,0
IPCA,2021-09-17,4/2022,1.1728,1.1945000000000001,0.22240000000000001,0.43970000000000004,1.8509,119,0
IPCA,2021-09-17,1/2023,1.0707,1.0631,0.1769,0.6012000000000001,1.6591,82,0
IPCA,2021-09-17,2/2023,0.7472000000000001,0.7317,0.16540000000000002,0.43060000000000004,1.2552,79,0
IPCA,2021-09-20,3/2021,2.8423,2.8974,0.1819,2.1496,3.0717,130,1
IPCA,2021-09-20,4/2021,1.5221,1.4974,0.1905,1.1342,2.1045,129,1
IPCA,2021-09-20,1/2022,1.2565,1.2048,0.2248,0.621,1.7398,121,1
IPCA,2021-09-20,2/2022,0.7604000000000001,0.797,0.28090000000000004,0.1393,1.5035,120,1
IPCA,2021-09-20,3/2022,0.8646,0.8624,0.20800000000000002,0.058800000000000005,1.4775,119,1
IPCA,2021-09-20,4/2022,1.1758,1.2047,0.2281,0.43970000000000004,1.8509,119,1
IPCA,2021-09-20,1/2023,1.0703,1.0629,0.1779,0.6012000000000001,1.6591,81,1
IPCA,2021-09-20,2/2023,0.7426,0.7267,0.16140000000000002,0.43060000000000004,1.2552,78,1
IPCA,2021-09-20,3/2021,2.8423,2.8974,0.1819,2.1496,3.0717,130,0
IPCA,2021-09-20,4/2021,1.5221,1.4974,0.1905,1.1342,2.1045,129,0
IPCA,2021-09-20,1/2022,1.2565,1.2048,0.2248,0.621,1.7398,121,0
IPCA,2021-09-20,2/2022,0.7604000000000001,0.797,0.28090000000000004,0.1393,1.5035,120,0
IPCA,2021-09-20,3/2022,0.8646,0.8624,0.20800000000000002,0.058800000000000005,1.4775,119,0
IPCA,2021-09-20,4/2022,1.1758,1.2047,0.2281,0.43970000000000004,1.8509,119,0
IPCA,2021-09-20,1/2023,1.0703,1.0629,0.1779,0.6012000000000001,1.6591,81,0
IPCA,2021-09-20,2/2023,0.7426,0.7267,0.16140000000000002,0.43060000000000004,1.2552,78,0
IPCA,2021-09-21,3/2021,2.8479,2.8974,0.17930000000000001,2.1496,3.0717,128,1
IPCA,2021-09-21,4/2021,1.528,1.5072999999999999,0.1877,1.1342,2.1045,127,1
IPCA,2021-09-21,1/2022,1.2582,1.2048,0.2262,0.621,1.7398,119,1
IPCA,2021-09-21,2/2022,0.7597,0.797,0.28300000000000003,0.1393,1.5035,118,1
IPCA,2021-09-21,3/2022,0.867,0.8625,0.2089,0.058800000000000005,1.4775,117,1
IPCA,2021-09-21,4/2022,1.1782,1.2047,0.22820000000000001,0.43970000000000004,1.8509,117,1
IPCA,2021-09-21,1/2023,1.0679,1.0583,0.1777,0.6012000000000001,1.6591,80,1
IPCA,2021-09-21,2/2023,0.744,0.7317,0.162,0.43060000000000004,1.2552,77,1
IPCA,2021-09-21,3/2021,2.8466,2.8974,0.1787,2.1496,3.0717,130,0
IPCA,2021-09-21,4/2021,1.5230000000000001,1.5072999999999999,0.1905,1.1342,2.1045,129,0
IPCA,2021-09-21,1/2022,1.2565,1.2048,0.2248,0.621,1.7398,121,0
IPCA,2021-09-21,2/2022,0.7604000000000001,0.797,0.28090000000000004,0.1393,1.5035,120,0
IPCA,2021-09-21,3/2022,0.8646,0.8624,0.20800000000000002,0.058800000000000005,1.4775,119,0
IPCA,2021-09-21,4/2022,1.1758,1.2047,0.2281,0.43970000000000004,1.8509,119,0
IPCA,2021-09-21,1/2023,1.0703,1.0629,0.1779,0.6012000000000001,1.6591,81,0
IPCA,2021-09-21,2/2023,0.7426,0.7267,0.16140000000000002,0.43060000000000004,1.2552,78,0
IPCA,2021-09-22,3/2021,2.8543000000000003,2.9178,0.18230000000000002,2.1496,3.0717,123,1
IPCA,2021-09-22,4/2021,1.5324,1.5074,0.1922,1.1342,2.1045,122,1
IPCA,2021-09-22,1/2022,1.2566,1.2048,0.22030000000000002,0.621,1.7398,115,1
IPCA,2021-09-22,2/2022,0.7505000000000001,0.787,0.2792,0.1393,1.3558,114,1
IPCA,2021-09-22,3/2022,0.8642000000000001,0.8624,0.21180000000000002,0.058800000000000005,1.4775,113,1
IPCA,2021-09-22,4/2022,1.1806,1.2047,0.22840000000000002,0.43970000000000004,1.8509,113,1
IPCA,2021-09-22,1/2023,1.0752,1.0631,0.1699,0.6413,1.6591,80,1
IPCA,2021-09-22,2/2023,0.746,0.7368,0.1617,0.43060000000000004,1.2552,78,1
IPCA,2021-09-22,3/2021,2.8495,2.8974,0.179,2.1496,3.0717,131,0
IPCA,2021-09-22,4/2021,1.5263,1.5072999999999999,0.1957,1.1342,2.1045,130,0
IPCA,2021-09-22,1/2022,1.2626,1.2148,0.22160000000000002,0.621,1.7398,122,0
IPCA,2021-09-22,2/2022,0.7568,0.7919,0.28150000000000003,0.1393,1.5035,121,0
IPCA,2021-09-22,3/2022,0.8655,0.8625,0.2097,0.058800000000000005,1.4775,120,0
IPCA,2021-09-22,4/2022,1.1751,1.2047,0.22970000000000002,0.43970000000000004,1.8509,120,0
IPCA,2021-09-22,1/2023,1.0717,1.0631,0.177,0.6012000000000001,1.6591,82,0
IPCA,2021-09-22,2/2023,0.7447,0.7317,0.16110000000000002,0.43060000000000004,1.2552,79,0
IPCA,2021-09-23,3/2021,2.8553,2.9178,0.18560000000000001,2.2149,3.0717,113,1
IPCA,2021-09-23,4/2021,1.5343,1.5074,0.18860000000000002,1.1342,2.1045,112,1
IPCA,2021-09-23,1/2022,1.2609,1.2147000000000001,0.22820000000000001,0.621,1.7398,105,1
IPCA,2021-09-23,2/2022,0.7392000000000001,0.7819,0.2772,0.1393,1.3558,105,1
IPCA,2021-09-23,3/2022,0.8705,0.8729,0.2088,0.058800000000000005,1.4775,104,1
IPCA,2021-09-23,4/2022,1.1765,1.2047,0.2313,0.43970000000000004,1.8509,104,1
IPCA,2021-09-23,1/2023,1.0644,1.0537,0.1613,0.6413,1.6591,75,1
IPCA,2021-09-23,2/2023,0.7456,0.7317,0.16670000000000001,0.43060000000000004,1.2552,73,1
IPCA,2021-09-23,3/2021,2.8536,2.8974,0.177,2.2149,3.0717,131,0
IPCA,2021-09-23,4/2021,1.5308000000000002,1.5074,0.1956,1.1342,2.1045,130,0
IPCA,2021-09-23,1/2022,1.2650000000000001,1.2098,0.22510000000000002,0.621,1.7398,122,0
IPCA,2021-09-23,2/2022,0.7598,0.7919,0.2805,0.1393,1.5035,121,0
IPCA,2021-09-23,3/2022,0.8665,0.8625,0.20470000000000002,0.058800000000000005,1.4775,120,0
IPCA,2021-09-23,4/2022,1.1751,1.2047,0.23170000000000002,0.43970000000000004,1.8509,120,0
IPCA,2021-09-23,1/2023,1.0711,1.0631,0.1773,0.6012000000000001,1.6591,82,0
IPCA,2021-09-23,2/2023,0.7446,0.7317,0.1612,0.43060000000000004,1.2552,79,0
IPCA,2021-09-24,3/2021,2.9164,2.9687,0.2185,2.266,3.2029,78,1
IPCA,2021-09-24,4/2021,1.548,1.5479,0.209,1.1342,2.0639,76,1
IPCA,2021-09-24,1/2022,1.2435,1.2047,0.22240000000000001,0.621,1.7091,68,1
IPCA,2021-09-24,2/2022,0.8153,0.8322,0.2508,0.19920000000000002,1.3558,67,1
IPCA,2021-09-24,3/2022,0.8678,0.8723000000000001,0.22310000000000002,0.0787,1.4775,67,1
IPCA,2021-09-24,4/2022,1.1701,1.1846,0.2515,0.43970000000000004,1.8509,67,1
IPCA,2021-09-24,1/2023,1.0556,1.0536,0.1816,0.6413,1.6591,43,1
IPCA,2021-09-24,2/2023,0.7591,0.7459,0.1796,0.43060000000000004,1.2552,42,1
IPCA,2021-09-24,3/2021,2.9082,2.9585,0.185,2.266,3.2029,132,0
IPCA,2021-09-24,4/2021,1.548,1.5277,0.203,1.1342,2.1045,130,0
IPCA,2021-09-24,1/2022,1.2681,1.2098,0.22310000000000002,0.621,1.7398,122,0
IPCA,2021-09-24,2/2022,0.7588,0.782,0.28190000000000004,0.1393,1.5035,121,0
IPCA,2021-09-24,3/2022,0.8721,0.8926000000000001,0.2016,0.0787,1.4775,121,0
IPCA,2021-09-24,4/2022,1.1821,1.2047,0.2331,0.43970000000000004,1.8509,121,0
IPCA,2021-09-24,1/2023,1.0677,1.0631,0.1817,0.6012000000000001,1.6591,82,0
IPCA,2021-09-24,2/2023,0.7428,0.7217,0.16010000000000002,0.43060000000000004,1.2552,79,0
IPCA,2021-09-27,3/2021,2.9462,3.0349,0.2154,2.266,3.2029,74,1
IPCA,2021-09-27,4/2021,1.5502,1.5578,0.20320000000000002,1.1342,2.0639,72,1
IPCA,2021-09-27,1/2022,1.2622,1.2048,0.2283,0.621,1.7091,64,1
IPCA,2021-09-27,2/2022,0.7903,0.812,0.2569,0.19920000000000002,1.3558,63,1
IPCA,2021-09-27,3/2022,0.8518,0.8523000000000001,0.21910000000000002,0.0787,1.4775,63,1
IPCA,2021-09-27,4/2022,1.1638,1.1846,0.24960000000000002,0.43970000000000004,1.8509,63,1
IPCA,2021-09-27,1/2023,1.0427,1.0537,0.1892,0.6012000000000001,1.6591,44,1
IPCA,2021-09-27,2/2023,0.7464000000000001,0.7158,0.17950000000000002,0.43060000000000004,1.2552,42,1
IPCA,2021-09-27,3/2021,2.9207,2.9585,0.18730000000000002,2.266,3.2029,133,0
IPCA,2021-09-27,4/2021,1.5503,1.5375,0.2024,1.1342,2.1045,131,0
IPCA,2021-09-27,1/2022,1.2703,1.2148,0.22210000000000002,0.621,1.7398,123,0
IPCA,2021-09-27,2/2022,0.7552,0.782,0.2832,0.1393,1.5035,122,0
IPCA,2021-09-27,3/2022,0.872,0.8926000000000001,0.2006,0.0787,1.4775,122,0
IPCA,2021-09-27,4/2022,1.1814,1.2047,0.23240000000000002,0.43970000000000004,1.8509,122,0
IPCA,2021-09-27,1/2023,1.0678,1.0632,0.1806,0.6012000000000001,1.6591,83,0
IPCA,2021-09-27,2/2023,0.7422000000000001,0.7209,0.1592,0.43060000000000004,1.2552,80,0
IPCA,2021-09-28,3/2021,2.9546,3.04,0.2141,2.266,3.2640000000000002,78,1
IPCA,2021-09-28,4/2021,1.5568,1.5578,0.2079,1.1342,2.0639,76,1
IPCA,2021-09-28,1/2022,1.2655,1.23,0.22790000000000002,0.621,1.7091,68,1
IPCA,2021-09-28,2/2022,0.7969,0.812,0.2531,0.19920000000000002,1.3558,67,1
IPCA,2021-09-28,3/2022,0.8546,0.8523000000000001,0.2177,0.0787,1.4775,67,1
IPCA,2021-09-28,4/2022,1.164,1.1743999999999999,0.24480000000000002,0.43970000000000004,1.8509,67,1
IPCA,2021-09-28,1/2023,1.0533,1.0537,0.2059,0.6012000000000001,1.6591,46,1
IPCA,2021-09-28,2/2023,0.7502000000000001,0.7309,0.17650000000000002,0.43060000000000004,1.2552,44,1
IPCA,2021-09-28,3/2021,2.9281,2.9687,0.1882,2.266,3.2640000000000002,133,0
IPCA,2021-09-28,4/2021,1.5521,1.5375,0.2034,1.1342,2.1045,131,0
IPCA,2021-09-28,1/2022,1.2721,1.2148,0.22080000000000002,0.621,1.7398,123,0
IPCA,2021-09-28,2/2022,0.7591,0.782,0.2818,0.1393,1.5035,122,0
IPCA,2021-09-28,3/2022,0.8726,0.8926000000000001,0.20070000000000002,0.0787,1.4775,122,0
IPCA,2021-09-28,4/2022,1.1813,1.2047,0.2325,0.43970000000000004,1.8509,122,0
IPCA,2021-09-28,1/2023,1.0678,1.0632,0.1806,0.6012000000000001,1.6591,83,0
IPCA,2021-09-28,2/2023,0.7422000000000001,0.7209,0.1592,0.43060000000000004,1.2552,80,0
IPCA,2021-09-29,3/2021,2.9621,3.0454,0.21330000000000002,2.266,3.2640000000000002,80,1
IPCA,2021-09-29,4/2021,1.5575999999999999,1.5593,0.2059,1.1342,2.0639,78,1
IPCA,2021-09-29,1/2022,1.2565,1.2149,0.21960000000000002,0.621,1.6814,70,1
IPCA,2021-09-29,2/2022,0.7923,0.8021,0.26880000000000004,0.19920000000000002,1.3558,69,1
IPCA,2021-09-29,3/2022,0.8596,0.8523000000000001,0.21150000000000002,0.0787,1.4775,69,1
IPCA,2021-09-29,4/2022,1.173,1.1846,0.23870000000000002,0.43970000000000004,1.8509,69,1
IPCA,2021-09-29,1/2023,1.0533,1.0536,0.2036,0.6012000000000001,1.6591,47,1
IPCA,2021-09-29,2/2023,0.7533000000000001,0.7217,0.1691,0.43060000000000004,1.2552,45,1
IPCA,2021-09-29,3/2021,2.9354,2.9687,0.1874,2.266,3.2640000000000002,133,0
IPCA,2021-09-29,4/2021,1.5563,1.5377,0.1995,1.1342,2.1045,131,0
IPCA,2021-09-29,1/2022,1.2719,1.2249,0.2165,0.621,1.7398,123,0
IPCA,2021-09-29,2/2022,0.7573000000000001,0.7787000000000001,0.2822,0.1393,1.5035,122,0
IPCA,2021-09-29,3/2022,0.8752000000000001,0.8926000000000001,0.19770000000000001,0.0787,1.4775,122,0
IPCA,2021-09-29,4/2022,1.1849,1.2047,0.23070000000000002,0.43970000000000004,1.8509,122,0
IPCA,2021-09-29,1/2023,1.0687,1.0632,0.18030000000000002,0.6012000000000001,1.6591,83,0
IPCA,2021-09-29,2/2023,0.7455,0.7217,0.156,0.43060000000000004,1.2552,80,0
IPCA,2021-09-30,3/2021,2.9661,3.0604,0.212,2.266,3.2640000000000002,79,1
IPCA,2021-09-30,4/2021,1.5655000000000001,1.5983,0.2141,1.1342,2.0639,77,1
IPCA,2021-09-30,1/2022,1.2484,1.2048,0.21580000000000002,0.621,1.6814,69,1
IPCA,2021-09-30,2/2022,0.8079000000000001,0.8170000000000001,0.25730000000000003,0.2313,1.3558,68,1
IPCA,2021-09-30,3/2022,0.8663000000000001,0.8574,0.2154,0.0787,1.4775,68,1
IPCA,2021-09-30,4/2022,1.1879,1.1846,0.2434,0.43970000000000004,1.8509,68,1
IPCA,2021-09-30,1/2023,1.0399,1.0486,0.1841,0.6012000000000001,1.6485,46,1
IPCA,2021-09-30,2/2023,0.7531,0.7217,0.15910000000000002,0.4606,1.2552,44,1
IPCA,2021-09-30,3/2021,2.9434,2.9789,0.1814,2.266,3.2640000000000002,133,0
IPCA,2021-09-30,4/2021,1.5572,1.5377,0.2001,1.1342,2.1045,131,0
IPCA,2021-09-30,1/2022,1.2719,1.2249,0.2165,0.621,1.7398,123,0
IPCA,2021-09-30,2/2022,0.7573000000000001,0.7787000000000001,0.2822,0.1393,1.5035,122,0
IPCA,2021-09-30,3/2022,0.8752000000000001,0.8926000000000001,0.19770000000000001,0.0787,1.4775,122,0
IPCA,2021-09-30,4/2022,1.1849,1.2047,0.23070000000000002,0.43970000000000004,1.8509,122,0
IPCA,2021-09-30,1/2023,1.0704,1.0637,0.1802,0.6012000000000001,1.6591,83,0
IPCA,2021-09-30,2/2023,0.7455,0.7217,0.156,0.43060000000000004,1.2552,80,0
IPCA,2021-10-01,3/2021,2.9821,3.0604,0.19920000000000002,2.2801,3.2640000000000002,65,1
IPCA,2021-10-01,4/2021,1.6065,1.6085,0.21580000000000002,1.2144,2.1754,64,1
IPCA,2021-10-01,1/2022,1.2996,1.2602,0.22710000000000002,0.621,1.7702,60,1
IPCA,2021-10-01,2/2022,0.7926000000000001,0.8111,0.2773,0.1393,1.3558,60,1
IPCA,2021-10-01,3/2022,0.8747,0.8975000000000001,0.21780000000000002,0.0687,1.4775,60,1
IPCA,2021-10-01,4/2022,1.1832,1.1897,0.2268,0.6357,1.6893,60,1
IPCA,2021-10-01,1/2023,1.0777,1.0738,0.2068,0.6012000000000001,1.6591,42,1
IPCA,2021-10-01,2/2023,0.7317,0.7209,0.1444,0.4913,1.2048,40,1
IPCA,2021-10-01,3/2021,2.9654,3.0028,0.1709,2.2801,3.2640000000000002,132,0
IPCA,2021-10-01,4/2021,1.5755,1.556,0.2028,1.1543,2.1754,130,0
IPCA,2021-10-01,1/2022,1.287,1.24,0.2204,0.621,1.7702,122,0
IPCA,2021-10-01,2/2022,0.7669,0.7919,0.2833,0.1393,1.5035,121,0
IPCA,2021-10-01,3/2022,0.8811,0.9025000000000001,0.1975,0.0687,1.4775,121,0
IPCA,2021-10-01,4/2022,1.1909,1.2143,0.2209,0.6357,1.7399,121,0
IPCA,2021-10-01,1/2023,1.0702,1.0637,0.1844,0.6012000000000001,1.6591,83,0
IPCA,2021-10-01,2/2023,0.746,0.7217,0.1562,0.43060000000000004,1.2552,80,0
IPCA,2021-10-04,3/2021,2.9989,3.0553,0.1762,2.3781,3.2640000000000002,58,1
IPCA,2021-10-04,4/2021,1.6320000000000001,1.649,0.2073,1.235,2.1754,58,1
IPCA,2021-10-04,1/2022,1.3213,1.2653,0.2099,0.9933000000000001,1.7702,54,1
IPCA,2021-10-04,2/2022,0.801,0.8111,0.2871,0.1393,1.3558,54,1
IPCA,2021-10-04,3/2022,0.9024000000000001,0.9227000000000001,0.2242,0.0687,1.4775,54,1
IPCA,2021-10-04,4/2022,1.1886,1.2098,0.23470000000000002,0.6357,1.6893,54,1
IPCA,2021-10-04,1/2023,1.069,1.0683,0.2257,0.6012000000000001,1.6591,38,1
IPCA,2021-10-04,2/2023,0.7555000000000001,0.7267,0.163,0.4913,1.2048,36,1
IPCA,2021-10-04,3/2021,2.977,3.0094,0.1569,2.3781,3.2640000000000002,130,0
IPCA,2021-10-04,4/2021,1.5816,1.5579,0.1996,1.1543,2.1754,129,0
IPCA,2021-10-04,1/2022,1.293,1.2551,0.21780000000000002,0.621,1.7702,121,0
IPCA,2021-10-04,2/2022,0.7694000000000001,0.7869,0.2856,0.1393,1.5035,120,0
IPCA,2021-10-04,3/2022,0.8867,0.9026000000000001,0.2001,0.0687,1.4775,120,0
IPCA,2021-10-04,4/2022,1.1943,1.2198,0.2228,0.6357,1.7399,120,0
IPCA,2021-10-04,1/2023,1.0718,1.0637,0.1832,0.6012000000000001,1.6591,83,0
IPCA,2021-10-04,2/2023,0.7479,0.7217,0.1584,0.43060000000000004,1.2552,80,0
IPCA,2021-10-05,3/2021,2.9958,3.0604,0.1782,2.3781,3.1826,54,1
IPCA,2021-10-05,4/2021,1.6356000000000002,1.6237,0.2102,1.235,2.1754,54,1
IPCA,2021-10-05,1/2022,1.3287,1.3101,0.2082,0.9933000000000001,1.7702,50,1
IPCA,2021-10-05,2/2022,0.7821,0.797,0.2953,0.1393,1.3558,50,1
IPCA,2021-10-05,3/2022,0.9101,0.9379000000000001,0.2267,0.0687,1.4775,50,1
IPCA,2021-10-05,4/2022,1.1801,1.2098,0.2437,0.6357,1.6893,50,1
IPCA,2021-10-05,1/2023,1.0617,1.0737,0.2107,0.6012000000000001,1.6591,35,1
IPCA,2021-10-05,2/2023,0.7555000000000001,0.7267,0.1705,0.4913,1.2048,32,1
IPCA,2021-10-05,3/2021,2.9787,3.0094,0.1579,2.3781,3.2640000000000002,130,0
IPCA,2021-10-05,4/2021,1.5821,1.5607,0.1998,1.1543,2.1754,129,0
IPCA,2021-10-05,1/2022,1.2947,1.2552,0.2175,0.621,1.7702,121,0
IPCA,2021-10-05,2/2022,0.7682,0.7869,0.2866,0.1393,1.5035,120,0
IPCA,2021-10-05,3/2022,0.8891,0.9026000000000001,0.2008,0.0687,1.4775,120,0
IPCA,2021-10-05,4/2022,1.1917,1.2198,0.2247,0.6357,1.7399,120,0
IPCA,2021-10-05,1/2023,1.0718,1.0637,0.1832,0.6012000000000001,1.6591,83,0
IPCA,2021-10-05,2/2023,0.7479,0.7217,0.1584,0.43060000000000004,1.2552,80,0
IPCA,2021-10-06,3/2021,3.0069,3.0795,0.1796,2.3781,3.1826,53,1
IPCA,2021-10-06,4/2021,1.6381000000000001,1.6287,0.2199,1.2533,2.1754,53,1
IPCA,2021-10-06,1/2022,1.3262,1.3001,0.1983,0.9933000000000001,1.7702,50,1
IPCA,2021-10-06,2/2022,0.771,0.7719,0.2847,0.1393,1.3558,50,1
IPCA,2021-10-06,3/2022,0.9024000000000001,0.9075000000000001,0.2218,0.0687,1.4775,50,1
IPCA,2021-10-06,4/2022,1.1852,1.2299,0.2482,0.6357,1.6893,50,1
IPCA,2021-10-06,1/2023,1.0619,1.0738,0.2107,0.6012000000000001,1.6591,35,1
IPCA,2021-10-06,2/2023,0.7508,0.7267,0.17270000000000002,0.4913,1.2048,32,1
IPCA,2021-10-06,3/2021,2.9863,3.0247,0.1567,2.3781,3.2640000000000002,130,0
IPCA,2021-10-06,4/2021,1.587,1.5607,0.2069,1.1543,2.1754,129,0
IPCA,2021-10-06,1/2022,1.2966,1.2586,0.2162,0.621,1.7702,122,0
IPCA,2021-10-06,2/2022,0.7682,0.7819,0.2858,0.1393,1.5035,121,0
IPCA,2021-10-06,3/2022,0.8888,0.9026000000000001,0.1998,0.0687,1.4775,121,0
IPCA,2021-10-06,4/2022,1.1948,1.2248,0.2262,0.6357,1.7399,121,0
IPCA,2021-10-06,1/2023,1.0712,1.0637,0.1822,0.6012000000000001,1.6591,84,0
IPCA,2021-10-06,2/2023,0.7466,0.7217,0.1579,0.43060000000000004,1.2552,81,0
IPCA,2021-10-07,3/2021,3.0349,3.1011,0.1718,2.3781,3.2640000000000002,51,1
IPCA,2021-10-07,4/2021,1.6444,1.6692,0.20850000000000002,1.2552,2.1754,51,1
IPCA,2021-10-07,1/2022,1.3097,1.2955,0.20170000000000002,0.9933000000000001,1.7702,49,1
IPCA,2021-10-07,2/2022,0.7757000000000001,0.7919,0.2856,0.1393,1.3558,49,1
IPCA,2021-10-07,3/2022,0.8889,0.9025000000000001,0.2273,0.0687,1.4775,49,1
IPCA,2021-10-07,4/2022,1.1742,1.2248,0.24580000000000002,0.6357,1.6315,49,1
IPCA,2021-10-07,1/2023,1.058,1.0637,0.1913,0.6212,1.6591,35,1
